iata,name,city,state,country,latitude,longitude
ZRD,Train Station,Richmond,,USA,37.5343,-77.42945
ILN,Wilmington Airborne Airpark,Wilmington,,USA,39.42792,-83.792118
AVW,Marana Regional,Tucson,,USA,32.409556,-111.218388
CGZ,Casa Grande Municipal Airport,Casa Grande,,USA,32.954889,-111.766832
,Mobile,Mobile,,USA,33.111944,-112.269166
BXK,Buckeye Municipal Airport,Buckeye,,USA,33.420417,-112.68618
E63,Gila Bend Municipal Airport,Gila Bend,,USA,32.960169,-112.673636
MMI,McMinn Co,Athens,,USA,35.39919,-84.56177
STK,Sterling Municipal Airport,Sterling,,USA,40.6153136,-103.2648454
RWL,Rawlins Municipal Airport-Harvey Field,Rawlins,,USA,41.8055975,-107.19994
CDW,Caldwell Essex County Airport,Caldwell,,USA,40.8752222,-74.2813611
AIZ,Lee C Fine Memorial Airport,Kaiser Lake Ozark,,USA,38.096035,-92.5494875
L35,Big Bear City,Big Bear,,USA,34.2637778,-116.8560278
,Los Angeles Union Station,Los Angeles,,USA,34.056111,-118.234167
TVI,Thomasville Regional Airport,Thomasville,,USA,30.9017921,-83.8811285
HSH,Henderson Executive Airport,Henderson,,USA,35.972778,-115.134444
TMA,Henry Tift Myers Airport,Tifton,,USA,31.4289814,-83.488545
,Savannah Cruise Terminal,Savannah,,USA,32.08558,-81.097559
,CHARLESTON CRUISE TERMINAL,CHARLESTON,,USA,32.781081,-79.92364
,NEW YORK CRUISE TERMINAL PIER 92,NEW YORK,,USA,40.767681,-73.999107
DVT,Deer Valley Municipal Airport,Phoenix ,,USA,33.4117,112.457
,Republic Airport,Farmingdale,,USA,40.7288,-73.4134
,Seattle King Street Station,Seattle,,USA,47.5985,-122.3299
HDO,Hondo Municipal Airport,Hondo,,USA,29.3591,-99.1775
,Milwaukee Airport Station,Milwaukee,,USA,42.940556,-87.924722
,Springfield IL Amtrak,Springfield,,USA,39.8023,-89.6515
,St. Louis Amtrak - old,St. Louis,,USA,38.6241,-90.2056
,Camarillo Amtrak,Camarillo,,USA,34.2164,-119.0335
,Seattle Pier 52,Seattle,,USA,47.6005,-122.3388
,Bremerton Terminal,Bremerton,,USA,47.5619,-122.625
MCL,McKinley National Park Airport,McKinley Park,,USA,63.732757,-148.91129
LHD,Lake Hood Seaplane Base,Anchorage,,USA,61.1866382,-149.9653918
PPC,Prospect Creek Airport,Prospect Creek,,USA,66.814167,-150.643611
HCC,Columbia County,Hudson NY,,USA,42.2913,-73.7103
HLG,Wheeling Ohio County Airport,Wheeling,,USA,40.175,-80.6463
FZG,Fitzgerald Municipal Airport,Fitzgerald,,USA,31.6839046,-83.2709036
40J,Perry-Foley Airport,Perry,,USA,30.0692778,-83.5805833
70J,Cairo-Grady County Airport,Cairo,,USA,30.8879767,-84.1547353
RKP,Aransas County Airport,Rockport,,USA,28.0862222,-97.0436944
CKF,Crisp County Cordele Airport,Cordele,,USA,31.9888333,-83.7739167
OMN,Ormond Beach municipal Airport,Ormond Beach,,USA,29.1804,-81.06497
TTD,Portland Troutdale,Troutdale,,USA,45.54937,-122.401253
HIO,Portland Hillsboro,Hillsboro,,USA,45.540394,-122.949825
,One Police Plaza Heliport,New York,,USA,40.7126,-73.9996
24J,Suwannee County Airport,Live Oak,,USA,30.300125,-83.0246944
,Bend Municipal Airport,Bend,,USA,44.0945556,-121.2002222
,Christmas Valley Airport,Christmas Valley,,USA,43.2365314,-120.6660967
,Burns Municipal Airport,Burns,,USA,43.5919167,-118.9555444
,Prineville Airport,Prineville,,USA,44.2869939,-120.9038328
,Red Bluff Municipal Airport,Red Bluff,,USA,40.1506944,-122.2523056
,Gnoss Field Airport,Novato,,USA,38.1436111,-122.5561
,Lake County Airport,Lakeview,,USA,42.1611111,-120.3990833
,Tillamook Airport,Tillamook,,USA,45.4182419,-123.8143839
,Ontario Municipal Airport,Ontario,,USA,44.0193611,-117.0130278
,Columbia Gorge Regional - The Dalles Municipal Airport,The Dalles,,USA,45.6185556,-121.1673333
GAI,Montgomery County Airpark,Gaithersburg,,USA,39.1006,-77.09576
,Cincinnati Union Terminal,Cincinnati,,USA,39.109961,-84.537074
,Cleveland Clinic,Cleveland,,USA,41.50225,-81.62233
CVX,Charlevoix Municipal Airport,Charelvoix,,USA,45.3047778,-85.2753333
2J9,Quincy Municipal Airport,Quincy,,USA,30.5978708,-84.557425
RCE,Roche Harbor Seaplane Base,Roche Harbor,,USA,48.608056,-123.159722
BYW,Blakely Island Airport,Blakely Island,,USA,48.56025,-122.80243
RSJ,Rosario Seaplane Base,Rosario,,USA,48.645556,-122.868056
WSX,Westsound Seaplane Base,Westsound,,USA,48.617778,-122.952778
FBS,Friday Harbor Seaplane Base,Friday Harbor,,USA,48.537222,-123.009722
L06,Furnace Creek,Death Valley National Park,,USA,36.273,-116.515
XFL,Flagler County Airport,Flagler,,USA,29.2821,-81.1212
MVL,Morrisville Stowe State Airport,Morrisville,,USA,44.535,-72.614
RBD,Dallas Executive Airport,Dallas,,USA,32.680833,-96.868333
6Y8,Welke Airport,Beaver Island,,USA,45.721111,-85.520278
WST,Westerly State Airport,Washington County,,USA,41.349722,-71.803333
BID,Block Island State Airport,Block Island,,USA,41.168056,-71.577778
,Atmautluak Airport,Atmautluak,,USA,60.866667,-162.273056
,Atmautluak Airport,Atmautluak,,USA,60.866667,-162.273056
369,Atmautluak Airport,Atmautluak,,USA,60.866667,-162.273056
NME,Nightmute Airport,Nightmute,,USA,60.471111,-164.700833
OOK,Toksook Bay Airport,Toksook Bay,,USA,60.541389,-165.087222
TNK,Tununak Airport,Tununak,,USA,60.575556,-165.271667
GNU,Goodnews Airport,Goodnews Bay,,USA,59.1175,-161.5775
WWT,Newtok Airport,Newtok,,USA,60.939167,-164.641111
BGE,Decatur County Industrial Air Park,Bainbridge,,USA,30.9715981,-84.6369278
SPZ,Silver Springs Airport,Silver Springs,,USA,39.4030278,-119.2511944
WHP,Whiteman Airport,Los Angeles,,USA,34.2593253,-118.4134331
MAE,Madera Municipal Airport,Madera,,USA,36.9886111,-120.1124444
U76,Mountain Home Municipal Airport,Mountain Home,,USA,43.1316111,-115.7305671
19A,Jackson County Airport,Jefferson,,USA,34.1758638,-83.5615972
AAF,Apalachicola Regional Airport,Apalachicola,,USA,29.7276066,-85.0274416
SGJ,St. Augustine Airport,St. Augustine,,USA,29.95925,-81.3397222
DQH,Douglas Municipal Airport,Douglas,,USA,31.4767385,-82.8605664
FRP,St Lucie County International Airport,Fort Pierce,,USA,27.497472,-80.372638
ALX,Alexandria,Alexandria,,USA,38.806346,-77.0621
TAN,Taunton Municipal Airport - King Field,Taunton,,USA,41.8744017,-71.0166453
PYM,Plymouth Municipal Airport,Plymouth,,USA,41.9090278,-70.7287778
OQU,Quonset State Airport,North Kingstown,,USA,41.5971389,-71.4121389
1B9,Mansfield Municipal,Mansfield,,USA,42.0001331,-71.1967714
OWD,Norwood Memorial Airport,Norwood,,USA,42.1905278,-71.1729444
BAF,Barnes Municipal,Westfield,,USA,42.1579472,-72.715875
IJD,Windham Airport,Willimantic,,USA,41.7440278,-72.1802222
MGJ,Orange County Airport,Montgomery,,USA,41.5099884,-74.2646444
CXY,Capital City Airport,Harrisburg,,USA,40.2171389,-76.8513611
GHG,Marshfield Municipal Airport,Marshfield,,USA,42.09825,-70.6721389
DXR,Danbury Municipal Airport,Danbury,,USA,41.3715353,-73.4821906
ASH,Boire Field Airport,Nashua,,USA,42.78175,-71.5147778
LWM,Lawrence Municipal Airport,Lawrence,,USA,42.7171944,-71.1234167
OXC,Waterbury-Oxford Airport,Oxford,,USA,41.4785556,-73.13525
FIT,Fitchburg Municipal Airport,Fitchburg,,USA,42.5541111,-71.7589722
,Stockmar Airport,Villa Rica,,USA,33.7565556,-84.8850625
VPC,Cartersville Airport,Cartersville,,USA,34.1231475,-84.8487067
PYP,Centre-Piedmont-Cherokee County Regional Airport,Centre,,USA,34.0899167,-85.6100833
RMG,Richard B Russell Airport,Rome,,USA,34.3507778,-85.1586667
GAD,Northeast Alabama Regional Airport,Gadsden,,USA,33.9726489,-86.0890834
DKX,Knoxville Downtown Island Airport,Knoxville,,USA,35.9638333,-83.8736667
WDR,Barrow County Airport,Winder,,USA,33.9828611,-83.6674167
JYL,Plantation Airpark,Sylvania,,USA,32.6452778,-81.5971111
DNN,Dalton Municipal Airport,Dalton,,USA,34.7229444,-84.87025
CTJ,West Georgia Regional Airport - O V Gray Field,Carrollton,,USA,33.6316964,-85.1522641
4A9,Isbell Field Airport,Fort Payne,,USA,34.4736944,-85.7213889
LGC,LaGrange-Callaway Airport,LaGrange,,USA,33.0088611,-85.0726111
MLJ,Baldwin County Airport,Milledgeville,,USA,33.154225,-83.2414139
4A4,Polk County Airport - Cornelius Moore Field,Cedartown,,USA,34.0186944,-85.1464722
PIM,Harris County Airport,Pine Mountain,,USA,32.8406944,-84.8824444
FFC,Atlanta Regional Airport - Falcon Field,Atlanta,,USA,33.35725,-84.5718333
9A1,Covington Municipal Airport,Covington,,USA,33.6323083,-83.8474472
GVL,Lee Gilmer Memorial Airport,Gainesville,,USA,34.272627,-83.8302233
,Cherokee County Airport,Canton,,USA,34.3122175,-84.4221556
54J,DeFuniak Springs Airport,DeFuniak Springs,,USA,30.7311111,-86.1537778
9A5,Barwick Lafayette Airport,LaFayette,,USA,34.6884792,-85.2903319
PHD,Harry Clever Field Airport,New Philadelpha,,USA,40.4701667,-81.4199444
UDG,Darlington County Jetport,Darlington,,USA,34.4493845,-79.8900608
HXD,Hilton Head Airport,Hilton Head Island,,USA,32.2243611,-80.6974722
49A,Gilmer County Airport,Ellijay,,USA,34.6282222,-84.5265833
0A9,Elizabethton Municipal Airport,Elizabethton,,USA,36.3712222,-82.1734167
06A,Moton Field Municipal Airport,Tuskegee,,USA,32.4605722,-85.6800278
DNL,Daniel Field Airport,Augusta,,USA,33.4665028,-82.0393808
MRN,Foothills Regional Airport,Morganton,,USA,35.8202336,-81.6115119
PBX,Pike County Airport - Hatcher Field,Pikeville,,USA,37.5617639,-82.5663889
,Mallards Landing Airport,Locust Grove,,USA,33.3656703,-84.1651964
TOC,Toccoa RG Letourneau Field Airport,Toccoa,,USA,34.5928117,-83.2963717
VDF,Tampa Executive Airport,Tampa,,USA,28.0139772,-82.3452778
AFW,Fort Worth Alliance Airport,Fort Worth,,USA,32.987778,-97.318889
57C,East Troy Municipal Airport,East Troy,,USA,42.7971667,-88.3726111
MYF,Montgomery Field,San Diego,,USA,32.4759,117.759
LWC,Lawrence Municipal,Lawrence,,USA,39.009167,-95.2175
EGT,Wellington Municipal,Wellington,,USA,37.39411,-97.423225
6A2,Griffin-Spalding County Airport,Griffin,,USA,33.2269722,-84.2749444
PMP,Pompano Beach Airpark,Pompano Beach,,USA,26.2471389,-80.1110556
,Greyhound Station,Washington DC,,USA,38.90339,-77.00583
EET,Shelby County Airport,Alabaster,,USA,33.1777778,-86.7832222
,Sky Ranch at Carefree,Carefree,,USA,33.8180947,-111.8979242
UMP,Indianapolis Metropolitan Airport,Indianapolis,,USA,39.935278,-86.045
LOZ,London-Corbin Airport-MaGee Field,London,,USA,37.0868889,-84.0773889
,Camden Station,Baltimore,,USA,39.2837181,-76.621634
FBG,Fredericksburg Amtrak Station,Fredericksburg,,USA,38.298416,-77.456875
,Buffalo Bus Terminal,Buffalo,,USA,42.883512,-78.87205
,King St Station,Seattle,,USA,47.5985,-122.3299
,Palatka Amtrak Station,Palatka,,USA,29.649178,-81.640456
RAC,John H. Batten Airport,Racine,,USA,42.7605,-87.8152
REI,Redlands Municipal Airport,Redlands,,USA,34.08525,-117.146388
49X,Chemehuevi Valley,Chemehuevi Valley,,USA,34.528889,-114.431971
RIR,Flabob Airport,Riverside,,USA,33.988778,-117.409971
TIW,Tacoma Narrows Airport,Tacoma,,USA,47.267944,-122.57811
X39,Tampa North Aero Park,Tampa,,USA,28.221278,-82.374555
,Tenkiller Lake Airpark,COOKSON,,USA,35.705541,-94.933605
JKA,Jack Edwards Airport,Gulf Shores,,USA,30.2896389,-87.6717778
,Annapolis,Annapolis,,USA,38.972944,-76.501158
HZL,Hazleton Municipal,Hazleton,,USA,40.989167,-76.0025
CBE,Greater Cumberland Rgnl.,Cumberland,,USA,39.615278,-78.760556
,Sugar Loaf Shores Airport,Key West,,USA,24.6487544,-81.5798083
LNR,Tri-County Regional Airport,Lone Rock,,USA,43.211667,-90.181667
,Price County Airport,Phillips,,USA,45.705,-90.403056
,Municipal,Monroe,,USA,42.616389,-89.591944
JOT,Regional Airport,Joliet,,USA,41.517778,-88.175556
VYS,Illinois Valley Regional,Peru,,USA,41.351944,-89.153056
JXN,Reynolds Field,Jackson,,USA,42.260556,-84.460556
,Joseph A. Hardy Airport,Connellsville,,USA,39.959167,-79.657222
,Bedford County,Bedford,,USA,40.086111,-78.513333
BBX,Wings Field,Philadelphia,,USA,40.1375,-75.265
OBE,County,Okeechobee,,USA,27.265833,-80.851111
SEF,Regional - Hendricks AAF,Sebring,,USA,27.456389,-81.342222
AVO,Executive,Avon Park,,USA,27.591389,-81.528889
GIF,Gilbert Airport,Winter Haven,,USA,28.062778,-81.753333
ZPH,Municipal Airport,Zephyrhills,,USA,28.228056,-82.155833
OCF,International Airport,Ocala,,USA,29.1725,-82.224167
JES,Jesup-Wayne County Airport,Jesup,,USA,31.553889,-81.8825
52A,Madison GA Municipal Airport,Madison,,USA,33.612125,-83.4604444
CCO,Coweta County Airport,Newnan,,USA,33.3115656,-84.7697554
HQU,McDuffie County Airport,Thomson,,USA,33.5297315,-82.5169509
AIK,Municipal Airport,Aiken,,USA,33.6493889,-81.6850278
CDN,Woodward Field,Camden,,USA,34.2835833,-80.5648611
LBT,Municipal Airport,Lumberton,,USA,34.6098056,-79.0595556
3J1,Ridgeland Airport,Ridgeland,,USA,32.4934167,-80.99175
SOP,Moore County Airport,Pinehurst-Southern Pines,,USA,35.2376111,-79.3887958
RCZ,Richmond County Airport,Rockingham,,USA,34.8913056,-79.7596111
99N,Bamberg County Airport,Bamberg,,USA,33.3045278,-81.1084167
93C,Richland Airport,Richland Center,,USA,43.2833575,-90.2982819
Y51,Municipal Airport,Viroqua,,USA,43.5793603,-90.8964742
DLL,Baraboo Wisconsin Dells Airport,Baraboo,,USA,43.5217843,-89.7709266
7A4,Foster Field,Apple River,,USA,42.4664444,-90.1693889
SVH,Regional Airport,Statesville,,USA,35.7649958,-80.9538958
C89,Sylvania Airport,Sturtevant,,USA,42.70325,-87.9589722
BUU,Municipal Airport,Burlington,,USA,42.6907171,-88.3046825
N53,Stroudsburg-Pocono Airport,East Stroudsburg,,USA,41.0358717,-75.1606789
70N,Spring Hill Airport,Sterling,,USA,41.3473569,-75.4158972
06N,Randall Airport,Middletown,,USA,41.431912,-74.3915611
LHV,William T. Piper Mem.,Lock Haven,,USA,41.1357778,-77.4223056
29D,Grove City Airport,Grove City,,USA,41.1460278,-80.16775
04G,Lansdowne Airport,Youngstown,,USA,41.1304722,-80.6195833
3G3,Wadsworth Municipal,Wadsworth,,USA,41.0031572,-81.7564401
3G4,Ashland County Airport,Ashland,,USA,40.9029722,-82.2556389
4G0,Pittsburgh-Monroeville Airport,Monroeville,,USA,40.4526389,-79.7749167
,Zelienople Municipal Airport,Zelienople,,USA,40.8019722,-80.1608611
2G9,Somerset County Airport,Somerset,,USA,40.0388708,-79.0149951
4G4,Youngstown Elser Metro Airport,Youngstown,,USA,40.9617953,-80.6773264
41N,Braceville Airport,Braceville,,USA,41.2111675,-80.9692572
LPR,Lorain County Regional Airport,Lorain-Elyria,,USA,41.3442778,-82.1776389
7D9,Germack Airport,Geneva,,USA,41.7778322,-80.9039797
BKL,Burke Lakefront Airport,Cleveland,,USA,41.5175,-81.683333
DKK,Chautauqua County-Dunkirk Airport,Dunkirk,,USA,42.4933353,-79.2720417
4G2,Hamburg Inc Airport,Hamburg,,USA,42.7008925,-78.9147569
N87,Trenton-Robbinsville Airport,Trenton,,USA,40.2139444,-74.6017778
VAY,South Jersey Regional Airport,Mount Holly,,USA,39.9428889,-74.84575
7N7,Spitfire Aerodrome,Pedricktown,,USA,39.7355633,-75.3977211
LDJ,Linden Airport,Linden,,USA,40.6174472,-74.2445942
O03,Morgantown Airport,Morgantown,,USA,40.1570414,-75.8704892
0W3,Harford County Airport,Churchville,,USA,39.5668378,-76.2024028
ANQ,Tri-State Steuben County Airport,Angola,,USA,41.6396983,-85.0834933
C65,Plymouth Municipal Airport,Plymouth,,USA,41.3651307,-86.3002574
,Warsaw Municipal Airport,Warsaw,,USA,41.2746944,-85.8400556
VNW,Van Wert County Airport,Van Wert,,USA,40.8638295,-84.606358
17G,Port Bucyrus-Crawford County Airport,Bucyrus,,USA,40.7815556,-82.9748056
X07,Lake Wales Municipal Airport,Lake Wales,,USA,27.8938056,-81.6203889
RMY,Brooks Field Airport,Marshall,,USA,42.2511932,-84.9554443
GVQ,Genesee County Airport,Batavia,,USA,43.03175,-78.1696667
0G7,Finger Lakes Regional Airport,Seneca Falls,,USA,42.8835647,-76.7812318
N69,Stormville Airport,Stormville,,USA,41.5769708,-73.7323514
4B8,Robertson Field,Plainville,,USA,41.6893333,-72.8646944
0G6,Williams County Airport,Bryan,,USA,41.4673056,-84.5067778
CLW,Clearwater Air Park,Clearwater,,USA,27.9764722,-82.7586667
X49,South Lakeland Airport,Lakeland,,USA,27.9333581,-82.0439739
NYC,All Airports,New York,,USA,40.714167,-74.005833
CHI,All Airports,Chicago,,USA,41.883611,-87.631667
CGX,Meigs Field,Chicago,,USA,41.860278,-87.609722
WAS,All Airports,Washington,,USA,38.889444,-77.035278
JZP,Pickens County Airport,Jasper,,USA,34.4534722,-84.4572222
CRE,Grand Strand Airport,North Myrtle Beach,,USA,33.81175,-78.7239444
IGQ,Lansing Municipal,Lansing,,USA,41.5349167,-87.5295278
Y72,Bloyer Field,Tomah,,USA,43.9762222,-90.4806111
RNM,Ramona Airport,Ramona,,USA,33.0391667,-116.91525
OEB,Branch County Memorial Airport,Coldwater,,USA,41.9335691,-85.0522935
WBW,Wilkes-Barre Wyoming Valley Airport,Wilkes-Barre,,USA,41.2973074,-75.8522405
LNN,Lost Nation Municipal Airport,Willoughby,,USA,41.6840278,-81.38975
FFT,Capital City Airport,Frankfort,,USA,38.1819722,-84.9061389
LEW,Lewiston Maine,Lewiston,,USA,44.0484728,-70.2835075
6S2,Florence,Florence,,USA,43.9828168,-124.1113687
1A3,Martin Campbell Field Airport,Copperhead,,USA,35.0158056,-84.3468333
NBU,Naval Air Station,Glenview,,USA,42.090556,-87.8225
,Bloyer Field,Tomah,,USA,43.975278,-90.483333
MRK,Marco Islands,Marco Island Airport,,USA,25.9950278,-81.6725278
DRM,Drummond Island Airport,Drummond Island,,USA,46.0093114,-83.7439342
8M8,Garland Airport,Lewiston,,USA,44.8065278,-84.2761944
GDW,Gladwin Zettel Memorial Airport,Gladwin,,USA,43.9705893,-84.47502
24C,Lowell City Airport,Lowell,,USA,42.95392,-85.3439058
LWA,South Haven Area Regional Airport,South Haven,,USA,42.3511944,-86.2556389
06C,Schaumburg Regional,Schaumburg,,USA,41.9893408,-88.1012428
MFI,Marshfield Municipal Airport,Marshfield,,USA,44.6368797,-90.1893267
ISW,Alexander Field South Wood County Airport,Wisconsin Rapids,,USA,44.3606456,-89.8381412
CWI,Clinton Municipal,Clinton,,USA,41.83075,-90.3289722
BVY,Beverly Municipal Airport,Beverly,,USA,42.584141,-70.9161444
O27,Oakdale Airport,Oakdale,,USA,37.7563333,-120.8001944
POF,Poplar Bluff Municipal Airport,Poplar Bluff,,USA,36.77394444,-90.3248611
,Somerset Airport,Somerville,,USA,40.6259908,-74.6702433
EPM,Eastport Municipal Airport,Eastport,,USA,44.9101111,-67.0126944
EOK,Keokuk Municipal Airport,Keokuk,,USA,40.4599078,-91.4285011
ME5,Banks Airport,Swans Island,,USA,44.1653889,-68.4281667
,St. Paul Downtown Airport - Holman Field,St. Paul,,USA,44.9346225,-93.0603424
E51,Bagdad Airport,Bagdad,,USA,34.5958528,-113.170195
,Oconomowoc Airport,Oconomowoc,,USA,43.1388947,-88.4723206
E55,Ocean Ridge Airport,Gualala,,USA,38.8016111,-123.5306389
1G3,Kent State Airport,Kent,,USA,41.1513889,-81.4151111
,Bulter County Regional Airport,Hamilton,,USA,39.36375,-84.5219444
ZRA,Atlantic City Rail Terminal,Atlantic City NJ,,USA,39.3665,-74.442
ZSF,Springfield Amtrak Station,Springfield MA,,USA,42.106,-72.593054
XZK,Amherst Amtrak Station AMM,Amherst MA,,USA,42.375,-72.511389
,Cape May Ferry Terminal,Cape May NJ,,USA,38.9696286,-74.960918
,Lewes Ferry Terminal,Lewes DE,,USA,38.781655,-75.119534
,Bar Harbor Yarmouth Ferry Terminal,Bar Harbor ME,,USA,44.39917,-68.225
,St. Ignace Ferry Dock,St. Ignace MI,,USA,45.866405,-84.720254
,Mackinac Island Dock,Mackinac Island MI,,USA,45.848801,-84.615927
FLD,Fond Du Lac County Airport,Fond du Lac,,USA,43.7711667,-88.4884167
PCZ,Waupaca Municipal Airport,Waupaca,,USA,44.33325,-89.0197778
STE,Stevens Point Municipal Airport,Stevens Point,,USA,44.5451356,-89.5302844
ERY,Luce County Airport,Newberry,,USA,46.311199,-85.457298
25D,Forest Lake Airport,Forest Lake,,USA,45.2477456,-92.9943853
GQQ,Galion Municipal Airport,Galion,,USA,40.7533889,-82.7238056
CKV,Clarksville-Montgomery County Regional Airport,Clarksville,,USA,36.621944,-87.415
LPC,Lompoc Airport,Lompoc,,USA,34.6656,-120.4675
CTH,Chester County G O Carlson Airport,Coatesville,,USA,39.9789,-75.8654
LKP,Lake Placid Airport,Lake Placid,,USA,44.264444,-73.961944
NY9,Long Lake,Long Lake,,USA,43.9750617,-74.42044
WIH,Wishram Amtrak Station,Wishram,,USA,45.6576,-120.9664
AOH,Lima Allen County Airport,Lima,,USA,40.707478,-84.0270781
SSI,McKinnon Airport,Brunswick,,USA,31.1519722,-81.3910556
BFP,Beaver Falls,Beaver Falls,,USA,40.7724722,-80.3914444
F57,Seaplane Base,Winterhaven,,USA,28.0575,-81.7628056
GGE,Georgetown County Airport,Georgetown,,USA,33.3114018,-79.3203139
HDI,Hardwick Field Airport,Cleveland,,USA,35.2199994,-84.832369
2A0,Mark Anton Airport,Dayton,,USA,35.48625,-84.9310833
2G2,Jefferson County Airpark,Steubenville,,USA,40.3602179,-80.7008742
RNT,Renton,Renton,,USA,47.4931389,-122.21575
POC,Brackett Field,La Verne,,USA,34.0916667,-117.7817778
09J,Jekyll Island Airport,Jekyll Island,,USA,31.0744722,-81.4277778
CDK,CedarKey,Cedar Key,,USA,29.1342222,-83.0504722
CTY,Cross City,Cross City,,USA,29.6355278,-83.10475
CEU,Clemson,Clemson,,USA,34.6722222,-82.8858889
36U,Heber City Municipal Airport,Heber,,USA,40.4818056,-111.4288056
BEC,Beech Factory Airport,Wichita,,USA,37.6939167,-97.2149167
47A,Cherokee County Airport,Canton,,USA,34.3122175,-84.4221556
55J,Fernandina Beach Municipal Airport,Fernandina Beach,,USA,30.6118333,-81.4611944
,Tom B. David Field Airport,Calhoun,,USA,34.45545,-84.9391622
,Habersham County Airport,Cornelia,,USA,34.4998483,-83.5566701
GTU,Georgetown Municipal Airport,Georgetown,,USA,30.678809,-97.6793837
,Old Rhinebeck Airport,Rhinebeck,,USA,41.969833,-73.864555
SNY,Sidney Muni Airport,Sidney,,USA,41.10167,-102.985
,Luray Caverns Airport,Luray,,USA,38.666944,-78.500556
W13,Eagle's Nest Airport,Waynesboro,,USA,38.076944,-78.944167
,Kalaeloa,Kapolei,,USA,21.307222,-158.070278
,SFO Helicopter,Sausalito,,USA,37.87856,-122.512742
,Madison County Executive Airport,Huntsville,,USA,34.861,-86.558
JYO,Leesburg Executive Airport,Leesburg,,USA,39.078,-77.558
SDC,Williamson-Sodus Airport,Williamson,,USA,43.2347904,-77.119444
CLC,Clear Lake Metroport,Clear Lake City,,USA,29.5569,-95.137497
WBU,Boulder Municipal,Boulder,,USA,40.039444,-105.225833
PAO,Palo Alto Airport of Santa Clara County,Palo Alto,,USA,37.4611111,-122.1150556
FFZ,Mesa Falcon Field,Mesa,,USA,33.46080017,-111.7279968
P08,Coolidge Municipal Airport,Cooldige,,USA,32.93590164,-111.427002
P52,Cottonwood Airport,Cottonwood,,USA,34.72999954,-112.0350037
A39,Phoenix Regional Airport,Phoenix,,USA,32.99169922,-111.9209976
E25,Wickenburg Municipal Airport,Wickenburg,,USA,33.96889877,-112.7990036
PTK,Oakland Co. Intl,Pontiac,,USA,42.667,-83.35
EEN,Dillant Hopkins Airport,Keene,,USA,72.270833,42.898333
,Glasgow Industrial,Glasgow,,USA,48.4211069,-106.5277039
,Rensselaer Rail Station,Albany,,USA,42.641389,-73.741111
,Amtrak Station,Tacoma,,USA,47.242733,-122.42041
,Amtrak Station,Orlando,,USA,28.5259,-81.3813
,Denali Rail,Healy,,USA,63.7306,-148.9137333
EQY,Monroe Reqional Airport,Charlotte,,USA,35.01833,-80.62001
IOW,Iowa City Municipal Airport,Iowa City,,USA,41.639244,-91.546503
MWM,Windom Municipal Airport,Windom,,USA,43.9134017,-95.1094083
,Longview Ranch Airport,Longview,,USA,44.6608611,-119.6526153
ANP,Lee Airport,Annapolis,,USA,38.942778,-76.568333
PEQ,Pecos Municipal Airport,Pecos,,USA,31.3823889,-103.5107222
HBG,Hattiesburg Bobby L. Chain Municipal Airport,Hattiesburg,,USA,31.2649444,-89.2528889
YKN,Chan Gurney,Yankton,,USA,42.8711,-97.3969
SES,Selfield Airport,Selma Alabama,,USA,32.4404,-86.9522
1C9,Frazier Lake Airpark,Hollister,,USA,54.01333333,-124.7683333
HWD,Hayward Executive Airport,Hayward,,USA,37.65888889,-122.1216667
,Pittsburgh Amtrak,Pittsburgh,,USA,40.4406,-79.9961
,Raton Amtrak,Raton,,USA,36.9033,-104.4386
ARB,Ann Arbor Municipal Airport,Ann Arbor,,USA,42.132274,-83.444418
,Fairbanks Train Depot,Fairbanks,,USA,64.5109,-147.4445
,Denali Train Depot,Denali,,USA,63.43083,-150.31111
,Talkeetna Train Depot,Talkeetna,,USA,62.18934,-150.06177
,Anchorage Rail Depot,Anchorage,,USA,61.1318,-149.5326
,Whittier Port,Whittier,,USA,60.774174,-148.677649
ZTY,Boston Back Bay Station,Boston,,USA,42.3478,-71.075
,Niagara Falls Station,Niagara Falls,,USA,43.1135,-79.0318
4A7,Clayton County Tara Field,Hampton,,USA,33.389099,-84.332397
,Stapleton International Airport,Denver,,USA,39.779255,-104.88184
NGZ,NAS Alameda,Alameda,,USA,37.7861,-122.3186
,Buffalo Exchange Street Station,Buffalo,,USA,42.8783,-78.8738
ZWI,Wilmington Amtrak Station,Wilmington,,USA,39.736667,-75.551667
EKI,Elkhart Municipal,Elkhart,,USA,41.719444,-86.003333
,Salt Lake City Intermodal Hub,Salt Lake City,,USA,40.762778,-111.908333
,Sorrento Valley Station,San Diego,,USA,32.903,-117.225
,San Diego Union Station,San Diego,,USA,32.716944,-117.168611
IMM,Immokalee ,Immokalee ,,USA,26.433889,-81.401389
,Rancho San Simeon Airport,Cambria,,USA,35.607748,-121.110192
,Port Canaveral,Brevard County,,USA,28.4113919,-80.6081066
ZRZ,New Carrollton Rail Station,New Carrollton,,USA,38.948,-76.8719
,Walkersville Train Depot,Walkersville,,USA,39.48618333,-77.35475
,Seattle Pier 69 - Victoria Clipper,Seattle,,USA,47.613801,-122.354019
PTB,Dinwiddie County Airport,Petersburg,,USA,37.18375,-77.507388
SBM,Sheboygan County Memorial Airport,Sheboygan,,USA,43.7696,-87.851402
3D2,Ephraim-Gibraltar Airport,Ephraim,,USA,45.1354167,-87.1879444
